x,y
0.3355409502983093,0.2660544589250238
0.38136405360941983,0.309003658635156
0.42718715692053033,0.3518564143341587
0.4730102602316409,0.3937242844727308
0.5188333635427513,0.4339226523165759
0.5646564668538618,0.47192864509138094
0.6104795701649725,0.5072799907976673
0.656302673476083,0.5394509993265932
0.7021257767871935,0.5677537852886996
0.747948880098304,0.5913102702144768
0.7937719834094145,0.6091222791316434
0.839595086720525,0.6202371861573474
0.8854181900316356,0.6239738054932336
0.9312412933427461,0.6201486932950783
0.9770643966538566,0.6092363024666241
1.022887499964967,0.5924114196291318
1.0687106032760776,0.5714548748710282
1.114533706587188,0.5485424144205737
1.1603568098982986,0.5259678177129964
1.206179913209409,0.5058638503143865
1.2520030165205196,0.48997527138861646
1.29782611983163,0.4795126216450589
1.3436492231427406,0.4750857520887373
1.389472326453851,0.476694479320513
1.4352954297649618,0.4837480710348182
1.4811185330760723,0.4950955433105889
1.5269416363871828,0.5090680663504001
1.5727647396982933,0.5235526929191426
1.6185878430094038,0.5361237424789361
1.6644109463205143,0.5442498435499619
1.7102340496316248,0.5455726004146109
1.7560571529427353,0.5382244911780447
1.8018802562538458,0.5211292700557076
1.8477033595649563,0.49421751831358884
1.8935264628760669,0.458498654886803
1.9393495661871774,0.415958054525914
1.9851726694982879,0.36928701508550577
2.0309957728093986,0.3214930607374807
2.076818876120509,0.2754667898658495
2.122641979431619,0.23359081888150385
2.16846508274273,0.19746402309694422
2.2142881860538406,0.1677845260255038
2.260111289364951,0.14439690027153576
2.3059343926760616,0.1264735773315165
2.351757495987172,0.11277638929921135
2.3975805992982826,0.1019360100854436
2.443403702609393,0.09269431527833184
2.4892268059205036,0.08407279846698729
2.5350499092316143,0.07545266987620414
2.5808730125427246,0.06657289642264275
